Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
246,CA-2015-100245,2015-09-21,2015-09-24,Second Class,CG-1245,Customer 1245,Consumer,United States,Seattle,New York,11813,East,TE-94381,Technology,Machines,Machines Model 124,1344.11,3,0.4,-19.89
247,CA-2014-100246,2014-01-04,2014-01-06,First Class,CG-1246,Customer 1246,Consumer,United States,New York,Texas,92289,West,TE-94021,Technology,Copiers,Copiers Model 789,293.72,1,0.1,102.57
248,CA-2014-100247,2014-04-27,2014-04-28,Same Day,CG-1247,Customer 1247,Home Office,United States,Houston,California,14138,Central,TE-85945,Technology,Phones,Phones Model 311,1517.02,3,0.1,153.68
249,CA-2016-100248,2016-04-01,2016-04-03,First Class,CG-1248,Customer 1248,Home Office,United States,Los Angeles,New York,63053,West,TE-60489,Technology,Machines,Machines Model 260,1021.65,6,0.3,21.77
250,CA-2015-100249,2015-02-19,2015-02-23,Second Class,CG-1249,Customer 1249,Corporate,United States,Chicago,Texas,10869,Central,OF-11014,Office Supplies,Labels,Labels Model 987,135.86,3,0.5,-1.97
251,CA-2014-100250,2014-01-06,2014-01-09,Second Class,CG-1250,Customer 1250,Corporate,United States,New York,Texas,22855,Central,TE-95178,Technology,Accessories,Accessories Model 952,222.13,1,0.5,-0.63
252,CA-2015-100251,2015-06-08,2015-06-10,Same Day,CG-1251,Customer 1251,Consumer,United States,Houston,Texas,34417,East,FU-91982,Furniture,Bookcases,Bookcases Model 761,472.46,2,0.2,-68.06
253,CA-2017-100252,2017-06-07,2017-06-08,Same Day,CG-1252,Customer 1252,Home Office,United States,Chicago,Texas,66704,South,OF-77173,Office Supplies,Art,Art Model 137,65.63,3,0.4,4.58
254,CA-2015-100253,2015-05-07,2015-05-08,Same Day,CG-1253,Customer 1253,Consumer,United States,Chicago,Florida,22356,West,TE-12187,Technology,Accessories,Accessories Model 543,1773.58,5,0.5,126.76
255,CA-2017-100254,2017-10-24,2017-10-29,Standard Class,CG-1254,Customer 1254,Corporate,United States,Los Angeles,California,91257,Central,OF-71753,Office Supplies,Art,Art Model 906,150.04,5,0.5,-0.99
256,CA-2016-100255,2016-06-13,2016-06-18,Standard Class,CG-1255,Customer 1255,Consumer,United States,Seattle,Texas,42854,South,TE-86240,Technology,Phones,Phones Model 175,2178.93,7,0.4,128.77
257,CA-2014-100256,2014-09-15,2014-09-18,Second Class,CG-1256,Customer 1256,Home Office,United States,Seattle,California,46455,Central,OF-96465,Office Supplies,Labels,Labels Model 584,396.31,7,0.3,16.51
258,CA-2015-100257,2015-01-11,2015-01-17,Standard Class,CG-1257,Customer 1257,Corporate,United States,Los Angeles,Florida,53939,East,TE-39345,Technology,Accessories,Accessories Model 812,469.54,2,0.15,71.07
259,CA-2016-100258,2016-06-19,2016-06-22,First Class,CG-1258,Customer 1258,Home Office,United States,New York,California,59170,East,TE-90201,Technology,Machines,Machines Model 274,3183.96,7,0.4,-46.74
260,CA-2014-100259,2014-06-02,2014-06-04,First Class,CG-1259,Customer 1259,Consumer,United States,Seattle,Washington,86700,East,TE-47158,Technology,Accessories,Accessories Model 739,2651.98,7,0.3,441.09
261,CA-2014-100260,2014-10-03,2014-10-08,Standard Class,CG-1260,Customer 1260,Corporate,United States,Chicago,California,60940,South,OF-42130,Office Supplies,Art,Art Model 306,146.83,2,0.0,33.49
262,CA-2015-100261,2015-09-09,2015-09-11,Same Day,CG-1261,Customer 1261,Consumer,United States,New York,New York,35963,West,TE-53954,Technology,Accessories,Accessories Model 729,420.86,1,0.3,73.66
263,CA-2014-100262,2014-02-13,2014-02-15,First Class,CG-1262,Customer 1262,Home Office,United States,Chicago,Texas,87535,West,OF-12581,Office Supplies,Storage,Storage Model 617,77.46,3,0.15,12.86
264,CA-2017-100263,2017-12-25,2017-12-27,First Class,CG-1263,Customer 1263,Home Office,United States,Seattle,Florida,97999,South,OF-55276,Office Supplies,Appliances,Appliances Model 734,208.53,5,0.1,18.38
265,CA-2016-100264,2016-08-23,2016-08-27,Second Class,CG-1264,Customer 1264,Consumer,United States,Chicago,New York,43665,East,OF-19277,Office Supplies,Storage,Storage Model 355,163.46,4,0.15,20.52
266,CA-2016-100265,2016-08-16,2016-08-19,Second Class,CG-1265,Customer 1265,Consumer,United States,Seattle,Washington,69197,West,TE-68847,Technology,Copiers,Copiers Model 413,1473.89,4,0.0,566.08
267,CA-2014-100266,2014-12-27,2014-12-28,Same Day,CG-1266,Customer 1266,Consumer,United States,Chicago,Washington,91471,South,TE-55913,Technology,Machines,Machines Model 903,1129.18,4,0.0,83.01
268,CA-2015-100267,2015-12-13,2015-12-16,Second Class,CG-1267,Customer 1267,Consumer,United States,Seattle,New York,20625,East,OF-77165,Office Supplies,Envelopes,Envelopes Model 833,188.62,6,0.15,36.26
269,CA-2015-100268,2015-01-02,2015-01-04,Same Day,CG-1268,Customer 1268,Corporate,United States,New York,New York,61877,South,OF-22226,Office Supplies,Labels,Labels Model 321,256.11,4,0.15,44.6
270,CA-2015-100269,2015-10-13,2015-10-18,Standard Class,CG-1269,Customer 1269,Consumer,United States,Seattle,Florida,34031,West,OF-85542,Office Supplies,Appliances,Appliances Model 986,129.08,4,0.5,0.51
271,CA-2017-100270,2017-12-01,2017-12-06,Standard Class,CG-1270,Customer 1270,Corporate,United States,Seattle,Florida,45959,East,OF-43457,Office Supplies,Appliances,Appliances Model 787,154.93,7,0.4,0.78
272,CA-2016-100271,2016-08-07,2016-08-09,Same Day,CG-1271,Customer 1271,Consumer,United States,Chicago,California,60357,East,FU-96908,Furniture,Bookcases,Bookcases Model 867,1021.22,5,0.4,-206.93
273,CA-2017-100272,2017-11-10,2017-11-15,Standard Class,CG-1272,Customer 1272,Home Office,United States,New York,New York,86234,East,FU-71114,Furniture,Bookcases,Bookcases Model 598,1399.52,5,0.15,-173.48
274,CA-2016-100273,2016-05-22,2016-05-24,Same Day,CG-1273,Customer 1273,Home Office,United States,New York,Florida,75206,East,TE-46607,Technology,Copiers,Copiers Model 334,3084.75,7,0.4,686.18
275,CA-2016-100274,2016-10-25,2016-10-31,Standard Class,CG-1274,Customer 1274,Home Office,United States,Chicago,California,94178,East,FU-21094,Furniture,Chairs,Chairs Model 750,2379.2,5,0.3,98.81
276,CA-2014-100275,2014-11-19,2014-11-21,First Class,CG-1275,Customer 1275,Corporate,United States,New York,Texas,62691,East,OF-99765,Office Supplies,Art,Art Model 113,223.68,4,0.1,44.2
277,CA-2015-100276,2015-06-24,2015-06-26,First Class,CG-1276,Customer 1276,Home Office,United States,New York,California,39877,Central,FU-94425,Furniture,Bookcases,Bookcases Model 950,1276.87,3,0.3,-322.59
278,CA-2015-100277,2015-12-22,2015-12-24,Same Day,CG-1277,Customer 1277,Home Office,United States,Los Angeles,Florida,14529,West,OF-93055,Office Supplies,Labels,Labels Model 474,471.44,7,0.0,114.42
279,CA-2016-100278,2016-06-24,2016-06-26,Same Day,CG-1278,Customer 1278,Home Office,United States,Houston,Texas,34519,Central,OF-32439,Office Supplies,Envelopes,Envelopes Model 910,171.92,6,0.3,6.91
280,CA-2017-100279,2017-04-23,2017-04-29,Standard Class,CG-1279,Customer 1279,Consumer,United States,Seattle,New York,76798,East,OF-64199,Office Supplies,Envelopes,Envelopes Model 254,294.56,6,0.4,34.78
281,CA-2016-100280,2016-03-20,2016-03-25,Standard Class,CG-1280,Customer 1280,Home Office,United States,Seattle,Florida,24715,West,TE-15750,Technology,Machines,Machines Model 367,765.28,2,0.0,99.1
282,CA-2015-100281,2015-03-11,2015-03-17,Standard Class,CG-1281,Customer 1281,Consumer,United States,Los Angeles,New York,79681,West,FU-42101,Furniture,Tables,Tables Model 827,485.6,2,0.5,-115.66
283,CA-2017-100282,2017-09-08,2017-09-14,Standard Class,CG-1282,Customer 1282,Home Office,United States,Houston,Texas,25408,East,TE-67980,Technology,Machines,Machines Model 112,1563.03,4,0.5,-129.81
284,CA-2017-100283,2017-02-06,2017-02-08,First Class,CG-1283,Customer 1283,Consumer,United States,Chicago,Florida,13373,South,TE-20335,Technology,Copiers,Copiers Model 289,1175.29,7,0.5,187.31
285,CA-2016-100284,2016-08-12,2016-08-16,Second Class,CG-1284,Customer 1284,Corporate,United States,Los Angeles,California,40134,West,FU-20345,Furniture,Furnishings,Furnishings Model 280,2037.33,4,0.4,70.69
286,CA-2016-100285,2016-02-12,2016-02-18,Standard Class,CG-1285,Customer 1285,Corporate,United States,Seattle,California,96055,South,OF-41379,Office Supplies,Art,Art Model 317,29.22,1,0.5,1.3
287,CA-2017-100286,2017-12-06,2017-12-08,First Class,CG-1286,Customer 1286,Consumer,United States,Houston,New York,45303,Central,OF-44700,Office Supplies,Paper,Paper Model 976,101.59,4,0.5,0.04
288,CA-2017-100287,2017-09-26,2017-10-02,Standard Class,CG-1287,Customer 1287,Consumer,United States,New York,Washington,77231,West,TE-90357,Technology,Machines,Machines Model 290,1509.84,7,0.4,-9.61
289,CA-2015-100288,2015-06-16,2015-06-19,First Class,CG-1288,Customer 1288,Consumer,United States,Chicago,Texas,96402,East,TE-24079,Technology,Copiers,Copiers Model 798,2290.74,5,0.4,488.91
290,CA-2015-100289,2015-05-20,2015-05-22,First Class,CG-1289,Customer 1289,Consumer,United States,Seattle,Texas,56675,South,OF-29942,Office Supplies,Art,Art Model 482,253.69,7,0.0,56.65
291,CA-2017-100290,2017-01-20,2017-01-23,Second Class,CG-1290,Customer 1290,Consumer,United States,Los Angeles,Texas,81386,East,OF-96124,Office Supplies,Binders,Binders Model 378,33.23,1,0.4,1.3
292,CA-2014-100291,2014-07-17,2014-07-23,Standard Class,CG-1291,Customer 1291,Home Office,United States,Los Angeles,Texas,66830,East,TE-84640,Technology,Machines,Machines Model 385,196.32,1,0.3,1.72
293,CA-2014-100292,2014-02-11,2014-02-14,Second Class,CG-1292,Customer 1292,Consumer,United States,New York,Florida,88388,Central,OF-57574,Office Supplies,Art,Art Model 483,139.96,6,0.3,5.14
294,CA-2016-100293,2016-06-01,2016-06-07,Standard Class,CG-1293,Customer 1293,Corporate,United States,New York,Florida,93424,South,OF-29692,Office Supplies,Appliances,Appliances Model 171,134.81,3,0.15,11.77
295,CA-2015-100294,2015-10-19,2015-10-20,Same Day,CG-1294,Customer 1294,Corporate,United States,Seattle,Washington,67767,Central,OF-38054,Office Supplies,Storage,Storage Model 667,387.14,7,0.15,20.01
296,CA-2015-100295,2015-03-08,2015-03-13,Standard Class,CG-1295,Customer 1295,Corporate,United States,New York,Washington,33666,East,TE-68817,Technology,Phones,Phones Model 162,296.8,1,0.15,40.39
297,CA-2016-100296,2016-06-24,2016-06-30,Standard Class,CG-1296,Customer 1296,Home Office,United States,Los Angeles,California,87475,South,OF-61257,Office Supplies,Storage,Storage Model 368,217.48,4,0.1,27.71
298,CA-2017-100297,2017-07-14,2017-07-15,Same Day,CG-1297,Customer 1297,Corporate,United States,Chicago,Florida,14992,South,OF-11961,Office Supplies,Paper,Paper Model 309,77.68,2,0.2,16.16
299,CA-2017-100298,2017-02-06,2017-02-08,Same Day,CG-1298,Customer 1298,Consumer,United States,Seattle,California,15698,South,FU-76809,Furniture,Furnishings,Furnishings Model 609,870.47,3,0.0,99.88
300,CA-2015-100299,2015-08-19,2015-08-20,Same Day,CG-1299,Customer 1299,Corporate,United States,New York,New York,71899,East,FU-22392,Furniture,Furnishings,Furnishings Model 792,2476.31,5,0.15,276.4
301,CA-2017-100300,2017-02-12,2017-02-14,First Class,CG-1300,Customer 1300,Corporate,United States,Los Angeles,New York,33929,South,OF-38820,Office Supplies,Labels,Labels Model 951,135.45,4,0.5,4.45
302,CA-2015-100301,2015-04-15,2015-04-21,Standard Class,CG-1301,Customer 1301,Corporate,United States,New York,Washington,84711,West,TE-35464,Technology,Phones,Phones Model 989,671.35,2,0.4,50.88
303,CA-2017-100302,2017-07-27,2017-07-29,Same Day,CG-1302,Customer 1302,Corporate,United States,Los Angeles,Texas,63592,West,FU-17347,Furniture,Furnishings,Furnishings Model 811,2683.23,5,0.2,344.65
304,CA-2016-100303,2016-05-05,2016-05-09,Second Class,CG-1303,Customer 1303,Home Office,United States,Seattle,California,40266,Central,FU-34000,Furniture,Chairs,Chairs Model 459,1220.79,3,0.3,-75.33
305,CA-2016-100304,2016-12-26,2016-12-27,Same Day,CG-1304,Customer 1304,Home Office,United States,New York,Texas,98020,South,OF-93639,Office Supplies,Appliances,Appliances Model 594,138.23,3,0.5,-7.17
306,CA-2016-100305,2016-01-22,2016-01-24,Same Day,CG-1305,Customer 1305,Home Office,United States,New York,Texas,82373,East,TE-44217,Technology,Phones,Phones Model 504,1597.29,5,0.5,19.35
307,CA-2015-100306,2015-08-15,2015-08-20,Standard Class,CG-1306,Customer 1306,Consumer,United States,Seattle,New York,82045,Central,TE-52222,Technology,Machines,Machines Model 171,208.89,1,0.4,-23.19
308,CA-2016-100307,2016-01-21,2016-01-27,Standard Class,CG-1307,Customer 1307,Home Office,United States,Los Angeles,California,75942,West,FU-82920,Furniture,Bookcases,Bookcases Model 125,676.85,3,0.2,-89.87
309,CA-2017-100308,2017-11-18,2017-11-22,Second Class,CG-1308,Customer 1308,Consumer,United States,Houston,New York,63822,Central,TE-34042,Technology,Accessories,Accessories Model 850,1975.32,4,0.0,303.02
310,CA-2016-100309,2016-04-26,2016-04-28,Same Day,CG-1309,Customer 1309,Home Office,United States,Chicago,Texas,47952,South,TE-47663,Technology,Machines,Machines Model 263,1167.34,4,0.3,-7.88
311,CA-2017-100310,2017-04-27,2017-05-03,Standard Class,CG-1310,Customer 1310,Corporate,United States,Los Angeles,New York,38807,West,OF-80423,Office Supplies,Envelopes,Envelopes Model 882,112.01,4,0.4,14.73
312,CA-2016-100311,2016-08-24,2016-08-28,Second Class,CG-1311,Customer 1311,Home Office,United States,New York,New York,29229,Central,FU-85209,Furniture,Chairs,Chairs Model 329,1212.15,3,0.5,-191.23
313,CA-2015-100312,2015-12-11,2015-12-14,First Class,CG-1312,Customer 1312,Corporate,United States,Houston,Florida,13164,East,OF-93973,Office Supplies,Art,Art Model 387,293.61,5,0.5,24.37
314,CA-2014-100313,2014-09-10,2014-09-12,Same Day,CG-1313,Customer 1313,Corporate,United States,Los Angeles,New York,80442,East,TE-50031,Technology,Accessories,Accessories Model 487,2076.83,6,0.15,393.78
315,CA-2017-100314,2017-06-06,2017-06-07,Same Day,CG-1314,Customer 1314,Consumer,United States,Chicago,Texas,64786,Central,OF-23704,Office Supplies,Art,Art Model 415,264.55,6,0.0,39.52
316,CA-2014-100315,2014-11-09,2014-11-14,Standard Class,CG-1315,Customer 1315,Home Office,United States,Seattle,Florida,56335,South,OF-56806,Office Supplies,Binders,Binders Model 129,134.74,2,0.15,18.91
317,CA-2015-100316,2015-09-14,2015-09-17,First Class,CG-1316,Customer 1316,Corporate,United States,Los Angeles,Texas,85874,West,TE-48346,Technology,Copiers,Copiers Model 622,269.18,1,0.4,71.53
318,CA-2017-100317,2017-01-02,2017-01-05,First Class,CG-1317,Customer 1317,Consumer,United States,Chicago,New York,34816,West,FU-65026,Furniture,Bookcases,Bookcases Model 629,573.57,1,0.1,-34.51
319,CA-2016-100318,2016-12-15,2016-12-20,Standard Class,CG-1318,Customer 1318,Consumer,United States,Los Angeles,New York,14686,Central,OF-42766,Office Supplies,Envelopes,Envelopes Model 171,80.12,2,0.2,7.87
320,CA-2017-100319,2017-08-12,2017-08-14,First Class,CG-1319,Customer 1319,Home Office,United States,Seattle,California,30855,Central,OF-93747,Office Supplies,Envelopes,Envelopes Model 619,379.19,6,0.15,44.65
321,CA-2014-100320,2014-12-23,2014-12-27,Second Class,CG-1320,Customer 1320,Corporate,United States,Seattle,New York,79518,West,TE-55283,Technology,Copiers,Copiers Model 530,2323.96,6,0.1,837.67
322,CA-2016-100321,2016-05-23,2016-05-25,Same Day,CG-1321,Customer 1321,Home Office,United States,Houston,Texas,45733,East,TE-79855,Technology,Phones,Phones Model 883,2009.92,5,0.2,297.05
323,CA-2016-100322,2016-03-02,2016-03-07,Standard Class,CG-1322,Customer 1322,Consumer,United States,Houston,California,67062,East,FU-89762,Furniture,Tables,Tables Model 649,1645.92,3,0.4,-410.5
324,CA-2015-100323,2015-04-18,2015-04-23,Standard Class,CG-1323,Customer 1323,Home Office,United States,Seattle,Texas,70380,East,FU-54331,Furniture,Furnishings,Furnishings Model 901,1771.95,4,0.5,-77.1
325,CA-2016-100324,2016-04-10,2016-04-13,First Class,CG-1324,Customer 1324,Corporate,United States,Seattle,Texas,30666,West,OF-11161,Office Supplies,Labels,Labels Model 229,360.72,7,0.15,69.03
326,CA-2016-100325,2016-05-11,2016-05-14,First Class,CG-1325,Customer 1325,Consumer,United States,Houston,Texas,54910,East,OF-68251,Office Supplies,Envelopes,Envelopes Model 706,50.42,1,0.15,10.5
327,CA-2014-100326,2014-12-10,2014-12-12,First Class,CG-1326,Customer 1326,Consumer,United States,Los Angeles,New York,25216,West,OF-94149,Office Supplies,Paper,Paper Model 916,134.25,2,0.1,31.98
328,CA-2017-100327,2017-06-25,2017-06-27,Same Day,CG-1327,Customer 1327,Corporate,United States,New York,Washington,43783,South,OF-44152,Office Supplies,Envelopes,Envelopes Model 473,290.71,5,0.1,60.59
329,CA-2014-100328,2014-06-20,2014-06-26,Standard Class,CG-1328,Customer 1328,Home Office,United States,Los Angeles,Florida,15543,East,TE-66392,Technology,Copiers,Copiers Model 687,1222.08,3,0.15,382.76
330,CA-2016-100329,2016-04-02,2016-04-05,Second Class,CG-1329,Customer 1329,Consumer,United States,Chicago,Texas,36270,East,OF-72008,Office Supplies,Paper,Paper Model 177,174.79,3,0.2,27.67
331,CA-2014-100330,2014-04-07,2014-04-09,Same Day,CG-1330,Customer 1330,Consumer,United States,Houston,Washington,89267,East,FU-17189,Furniture,Chairs,Chairs Model 305,2063.42,5,0.1,187.04
332,CA-2014-100331,2014-01-04,2014-01-06,Same Day,CG-1331,Customer 1331,Consumer,United States,Seattle,New York,19615,Central,FU-15060,Furniture,Chairs,Chairs Model 551,565.9,2,0.4,-53.95
333,CA-2017-100332,2017-06-16,2017-06-19,Second Class,CG-1332,Customer 1332,Home Office,United States,Houston,California,35256,West,OF-40005,Office Supplies,Labels,Labels Model 594,229.29,5,0.5,14.18
334,CA-2017-100333,2017-07-27,2017-07-29,Same Day,CG-1333,Customer 1333,Corporate,United States,Chicago,California,30955,South,TE-91845,Technology,Machines,Machines Model 289,1051.13,7,0.15,33.46
335,CA-2014-100334,2014-09-06,2014-09-11,Standard Class,CG-1334,Customer 1334,Consumer,United States,New York,California,42467,Central,FU-74427,Furniture,Bookcases,Bookcases Model 954,307.05,1,0.5,-106.98
336,CA-2014-100335,2014-11-22,2014-11-24,Same Day,CG-1335,Customer 1335,Home Office,United States,New York,Texas,99524,South,FU-91006,Furniture,Tables,Tables Model 228,1250.86,3,0.2,-196.95
337,CA-2014-100336,2014-03-03,2014-03-05,Same Day,CG-1336,Customer 1336,Corporate,United States,New York,Florida,26626,West,OF-96005,Office Supplies,Envelopes,Envelopes Model 886,148.67,3,0.3,26.99
338,CA-2014-100337,2014-12-22,2014-12-28,Standard Class,CG-1337,Customer 1337,Home Office,United States,Chicago,New York,95959,East,OF-12035,Office Supplies,Art,Art Model 299,194.71,4,0.5,15.76
339,CA-2014-100338,2014-11-09,2014-11-12,First Class,CG-1338,Customer 1338,Corporate,United States,Chicago,Texas,56121,East,TE-91418,Technology,Accessories,Accessories Model 905,1341.56,3,0.5,72.09
340,CA-2015-100339,2015-04-17,2015-04-21,Second Class,CG-1339,Customer 1339,Home Office,United States,Chicago,Florida,93886,East,TE-75911,Technology,Accessories,Accessories Model 362,2046.56,4,0.0,489.8
341,CA-2015-100340,2015-10-14,2015-10-16,Same Day,CG-1340,Customer 1340,Home Office,United States,Houston,New York,48367,Central,OF-89878,Office Supplies,Paper,Paper Model 465,205.83,3,0.15,23.07
342,CA-2015-100341,2015-07-11,2015-07-13,First Class,CG-1341,Customer 1341,Home Office,United States,Seattle,New York,17008,East,OF-58291,Office Supplies,Paper,Paper Model 881,64.54,1,0.1,15.71
343,CA-2014-100342,2014-04-13,2014-04-15,First Class,CG-1342,Customer 1342,Home Office,United States,Houston,Texas,71861,East,OF-21350,Office Supplies,Paper,Paper Model 316,269.21,6,0.0,76.39
344,CA-2015-100343,2015-09-10,2015-09-15,Standard Class,CG-1343,Customer 1343,Home Office,United States,Chicago,Florida,15867,East,OF-90820,Office Supplies,Binders,Binders Model 287,185.94,7,0.3,14.55
345,CA-2014-100344,2014-04-07,2014-04-11,Second Class,CG-1344,Customer 1344,Consumer,United States,Houston,Texas,18947,East,OF-81466,Office Supplies,Envelopes,Envelopes Model 382,56.09,2,0.0,13.75
346,CA-2016-100345,2016-03-27,2016-03-28,Same Day,CG-1345,Customer 1345,Corporate,United States,Los Angeles,California,46483,South,TE-83373,Technology,Copiers,Copiers Model 377,2524.62,7,0.2,687.42
347,CA-2015-100346,2015-02-21,2015-02-22,Same Day,CG-1346,Customer 1346,Corporate,United States,Chicago,Washington,87713,Central,OF-86382,Office Supplies,Envelopes,Envelopes Model 865,190.46,7,0.3,13.98
348,CA-2017-100347,2017-05-22,2017-05-26,Second Class,CG-1347,Customer 1347,Corporate,United States,Seattle,Florida,36140,West,OF-11184,Office Supplies,Paper,Paper Model 846,197.06,3,0.5,18.29
349,CA-2017-100348,2017-05-22,2017-05-25,First Class,CG-1348,Customer 1348,Consumer,United States,New York,Florida,91502,East,OF-91418,Office Supplies,Appliances,Appliances Model 679,185.87,3,0.5,-8.25
350,CA-2015-100349,2015-08-02,2015-08-08,Standard Class,CG-1349,Customer 1349,Corporate,United States,New York,Washington,85318,Central,TE-97902,Technology,Accessories,Accessories Model 778,2051.7,7,0.4,24.66
351,CA-2017-100350,2017-06-05,2017-06-08,Second Class,CG-1350,Customer 1350,Home Office,United States,Los Angeles,Washington,61322,South,OF-36478,Office Supplies,Paper,Paper Model 486,184.64,5,0.1,38.29
352,CA-2017-100351,2017-06-15,2017-06-18,First Class,CG-1351,Customer 1351,Corporate,United States,Los Angeles,Florida,47038,Central,TE-97939,Technology,Machines,Machines Model 790,1535.13,5,0.3,-86.76
353,CA-2017-100352,2017-03-09,2017-03-11,Same Day,CG-1352,Customer 1352,Home Office,United States,Los Angeles,New York,60383,West,TE-19837,Technology,Machines,Machines Model 811,1095.17,6,0.3,-16.14
354,CA-2017-100353,2017-01-26,2017-02-01,Standard Class,CG-1353,Customer 1353,Consumer,United States,Chicago,Washington,36026,South,TE-37672,Technology,Copiers,Copiers Model 629,1298.71,6,0.0,480.88
355,CA-2017-100354,2017-11-25,2017-11-29,Second Class,CG-1354,Customer 1354,Consumer,United States,Houston,California,17235,East,TE-92733,Technology,Copiers,Copiers Model 348,1255.52,3,0.15,432.18
356,CA-2017-100355,2017-08-07,2017-08-09,Same Day,CG-1355,Customer 1355,Home Office,United States,Houston,Texas,94817,East,FU-95961,Furniture,Tables,Tables Model 912,1200.49,5,0.3,-252.2
357,CA-2016-100356,2016-02-25,2016-03-01,Standard Class,CG-1356,Customer 1356,Home Office,United States,Seattle,Florida,19943,East,FU-53240,Furniture,Bookcases,Bookcases Model 804,1780.87,3,0.15,-204.73
358,CA-2016-100357,2016-06-18,2016-06-20,Same Day,CG-1357,Customer 1357,Home Office,United States,Chicago,California,12962,Central,FU-23851,Furniture,Bookcases,Bookcases Model 990,2449.09,7,0.2,-551.59
359,CA-2015-100358,2015-03-03,2015-03-07,Second Class,CG-1358,Customer 1358,Consumer,United States,Houston,New York,30923,South,TE-18876,Technology,Phones,Phones Model 657,2115.52,6,0.3,158.64
360,CA-2014-100359,2014-08-25,2014-08-28,Second Class,CG-1359,Customer 1359,Home Office,United States,Chicago,New York,11375,South,FU-32092,Furniture,Chairs,Chairs Model 590,306.23,1,0.4,-11.77
361,CA-2016-100360,2016-07-27,2016-08-01,Standard Class,CG-1360,Customer 1360,Home Office,United States,Los Angeles,Florida,39320,East,TE-79876,Technology,Phones,Phones Model 208,706.57,4,0.1,117.96
362,CA-2016-100361,2016-01-20,2016-01-21,Same Day,CG-1361,Customer 1361,Home Office,United States,Houston,California,61137,West,TE-40232,Technology,Copiers,Copiers Model 157,988.89,6,0.3,292.46
363,CA-2015-100362,2015-06-13,2015-06-18,Standard Class,CG-1362,Customer 1362,Consumer,United States,Chicago,Texas,69251,East,OF-82572,Office Supplies,Paper,Paper Model 443,426.39,6,0.1,95.21
364,CA-2017-100363,2017-01-11,2017-01-17,Standard Class,CG-1363,Customer 1363,Home Office,United States,Chicago,California,63775,West,FU-17349,Furniture,Furnishings,Furnishings Model 598,446.65,1,0.1,51.59
365,CA-2017-100364,2017-12-23,2017-12-27,Second Class,CG-1364,Customer 1364,Consumer,United States,New York,New York,94518,West,OF-90158,Office Supplies,Paper,Paper Model 109,104.67,2,0.0,26.86
366,CA-2014-100365,2014-04-09,2014-04-10,Same Day,CG-1365,Customer 1365,Consumer,United States,New York,Washington,56216,East,TE-81833,Technology,Copiers,Copiers Model 487,2609.29,7,0.2,855.69
367,CA-2014-100366,2014-07-20,2014-07-25,Standard Class,CG-1366,Customer 1366,Home Office,United States,Chicago,California,69658,West,TE-48498,Technology,Copiers,Copiers Model 584,705.57,2,0.5,141.4
368,CA-2014-100367,2014-12-10,2014-12-16,Standard Class,CG-1367,Customer 1367,Corporate,United States,Houston,Washington,27558,West,FU-71084,Furniture,Furnishings,Furnishings Model 305,387.89,1,0.2,44.65
369,CA-2017-100368,2017-02-12,2017-02-17,Standard Class,CG-1368,Customer 1368,Home Office,United States,Los Angeles,New York,54130,East,FU-39265,Furniture,Bookcases,Bookcases Model 686,441.71,1,0.3,-73.78
370,CA-2015-100369,2015-03-15,2015-03-17,Same Day,CG-1369,Customer 1369,Consumer,United States,Houston,New York,24605,East,TE-66240,Technology,Machines,Machines Model 566,423.13,1,0.2,27.22
371,CA-2017-100370,2017-06-19,2017-06-25,Standard Class,CG-1370,Customer 1370,Home Office,United States,Seattle,Washington,43798,East,TE-91417,Technology,Phones,Phones Model 645,711.34,2,0.2,130.75
372,CA-2014-100371,2014-06-25,2014-06-27,First Class,CG-1371,Customer 1371,Consumer,United States,Los Angeles,New York,82573,South,FU-23386,Furniture,Tables,Tables Model 265,419.62,1,0.4,-110.65
373,CA-2016-100372,2016-08-27,2016-08-31,Second Class,CG-1372,Customer 1372,Corporate,United States,Seattle,California,12716,West,OF-26574,Office Supplies,Art,Art Model 299,108.87,3,0.2,21.72
374,CA-2014-100373,2014-06-08,2014-06-10,First Class,CG-1373,Customer 1373,Corporate,United States,Houston,California,80474,South,TE-48185,Technology,Machines,Machines Model 984,987.22,3,0.0,97.58
375,CA-2016-100374,2016-11-17,2016-11-22,Standard Class,CG-1374,Customer 1374,Corporate,United States,New York,Florida,57766,West,OF-48737,Office Supplies,Art,Art Model 149,291.35,5,0.15,65.78
376,CA-2016-100375,2016-11-18,2016-11-22,Second Class,CG-1375,Customer 1375,Corporate,United States,Seattle,California,97527,East,OF-85452,Office Supplies,Labels,Labels Model 355,220.72,7,0.5,15.64
377,CA-2015-100376,2015-12-25,2015-12-28,Second Class,CG-1376,Customer 1376,Consumer,United States,Seattle,California,31029,East,TE-93981,Technology,Accessories,Accessories Model 491,616.98,2,0.1,126.62
378,CA-2017-100377,2017-09-20,2017-09-23,Second Class,CG-1377,Customer 1377,Corporate,United States,Seattle,Texas,29065,Central,OF-19130,Office Supplies,Art,Art Model 372,306.63,5,0.3,21.68
379,CA-2015-100378,2015-07-06,2015-07-11,Standard Class,CG-1378,Customer 1378,Corporate,United States,New York,Washington,89335,South,TE-36312,Technology,Copiers,Copiers Model 808,2201.05,7,0.0,762.83
